TimeFrame,Voltage,Current,Time(s)
4:38:38 PM,0.914284,0.225255,0.1
4:38:38 PM,0.205929,0.113556,0.3
4:38:38 PM,0.695318,0.786347,0.5
4:38:38 PM,0.040887,0.074391,0.7
4:38:38 PM,0.362016,0.671692,0.9
4:38:39 PM,0.105318,0.372256,1.1
4:38:39 PM,0.668670,0.975472,1.3
4:38:39 PM,0.497141,0.464492,1.5
4:38:39 PM,0.216979,0.414235,1.7
4:38:39 PM,0.578629,0.468937,1.9
4:38:40 PM,0.566115,0.054155,2.1
4:38:40 PM,0.139989,0.260806,2.3
4:38:40 PM,0.526620,0.143630,2.5
4:38:40 PM,0.441871,0.598273,2.7
4:38:40 PM,0.275970,0.377717,2.9
4:38:41 PM,0.606439,0.781792,3.1
4:38:41 PM,0.780178,0.286545,3.3
4:38:41 PM,0.018547,0.098981,3.5
4:38:41 PM,0.645646,0.423474,3.7
4:38:41 PM,0.284611,0.298653,3.9
4:38:42 PM,0.454575,0.348244,4.1
4:38:42 PM,0.990591,0.527910,4.3
4:38:42 PM,0.075996,0.358234,4.5
4:38:42 PM,0.535694,0.472597,4.7
4:38:42 PM,0.363236,0.634028,4.9
4:38:43 PM,0.040956,0.324913,5.1
4:38:43 PM,0.380765,0.185061,5.3
4:38:43 PM,0.296128,0.156882,5.5
4:38:43 PM,0.097372,0.525037,5.7
4:38:43 PM,0.940830,0.325630,5.9
4:38:44 PM,0.287052,0.181602,6.1
4:38:44 PM,0.349037,0.239947,6.3
4:38:44 PM,0.348379,0.863524,6.5
4:38:44 PM,0.987617,0.063251,6.7
4:38:44 PM,0.354940,0.839035,6.9
4:38:45 PM,0.023742,0.097243,7.1
4:38:45 PM,0.899371,0.967298,7.3
4:38:45 PM,0.840294,0.617260,7.5
4:38:45 PM,0.433307,0.973716,7.7
4:38:45 PM,0.002441,0.031952,7.9
4:38:46 PM,0.527015,0.986246,8.1
4:38:46 PM,0.255741,0.612071,8.3
4:38:46 PM,0.013899,0.897031,8.5
4:38:46 PM,0.286509,0.206876,8.7
4:38:46 PM,0.237698,0.550673,8.9
4:38:47 PM,0.060395,0.656848,9.1
4:38:47 PM,0.322407,0.666226,9.3
4:38:47 PM,0.043713,0.623043,9.5
4:38:47 PM,0.444905,0.173470,9.7
4:38:47 PM,0.527808,0.265655,9.9
4:38:48 PM,0.946599,0.150689,10.1
4:38:48 PM,0.787992,0.047321,10.3
4:38:48 PM,0.085152,0.335938,10.5
4:38:48 PM,0.003170,0.973346,10.7
4:38:48 PM,0.385363,0.006169,10.9
4:38:49 PM,0.661305,0.337282,11.1
4:38:49 PM,0.485659,0.938235,11.3
4:38:49 PM,0.363554,0.268290,11.5
4:38:49 PM,0.044171,0.775289,11.7
4:38:49 PM,0.834293,0.197428,11.9
4:38:50 PM,0.745879,0.945558,12.1
4:38:50 PM,0.373758,0.653548,12.3
4:38:50 PM,0.225309,0.214308,12.5
4:38:50 PM,0.950874,0.564135,12.7
4:38:50 PM,0.959336,0.903818,12.9
4:38:51 PM,0.567442,0.752493,13.1
4:38:51 PM,0.322547,0.329775,13.3
4:38:51 PM,0.826801,0.277553,13.5
4:38:51 PM,0.847628,0.657199,13.7
4:38:51 PM,0.031536,0.104906,13.9
4:38:52 PM,0.570344,0.715331,14.1
4:38:52 PM,0.747842,0.283201,14.3
4:38:52 PM,0.296365,0.397449,14.5
4:38:52 PM,0.539600,0.933672,14.7
4:38:52 PM,0.466164,0.357506,14.9
4:38:53 PM,0.475533,0.451228,15.1
4:38:53 PM,0.022511,0.502124,15.3
4:38:53 PM,0.044037,0.455022,15.5
4:38:53 PM,0.201354,0.474697,15.7
4:38:53 PM,0.242120,0.520849,15.9
4:38:54 PM,0.336046,0.915044,16.1
4:38:54 PM,0.563292,0.749705,16.3
4:38:54 PM,0.034747,0.167318,16.5
4:38:54 PM,0.474330,0.144014,16.7
4:38:54 PM,0.965046,0.843692,16.9
4:38:55 PM,0.705820,0.241215,17.1
4:38:55 PM,0.498232,0.002385,17.3
4:38:55 PM,0.669232,0.053005,17.5
4:38:55 PM,0.761756,0.123936,17.7
4:38:55 PM,0.133379,0.387011,17.9
4:38:56 PM,0.764260,0.838420,18.1
4:38:56 PM,0.087280,0.682064,18.3
4:38:56 PM,0.867225,0.366454,18.5
4:38:56 PM,0.154759,0.528484,18.7
4:38:56 PM,0.413537,0.066857,18.9
4:38:57 PM,0.088852,0.876307,19.1
4:38:57 PM,0.413065,0.645323,19.3
4:38:57 PM,0.458673,0.669916,19.5
4:38:57 PM,0.805755,0.130143,19.7
4:38:57 PM,0.846670,0.310486,19.9
4:38:58 PM,0.142704,0.498350,20.1
4:38:58 PM,0.327733,0.352897,20.3
4:38:58 PM,0.797654,0.308751,20.5
4:38:58 PM,0.314483,0.640238,20.7
4:38:58 PM,0.810812,0.832004,20.9
4:38:59 PM,0.974011,0.931145,21.1
4:38:59 PM,0.643081,0.516347,21.3
4:38:59 PM,0.479962,0.802844,21.5
4:38:59 PM,0.251489,0.404677,21.7
4:38:59 PM,0.804906,0.488146,21.9
4:39:00 PM,0.866630,0.151702,22.1
4:39:00 PM,0.470200,0.334681,22.3
4:39:00 PM,0.155245,0.673096,22.5
4:39:00 PM,0.703825,0.505005,22.7
