TimeFrame,Voltage,Current,Time(s)
4:46:08 PM,0.670206,0.948313,0.2
4:46:08 PM,0.086794,0.275640,0.5
4:46:08 PM,0.228370,0.871316,0.8
4:46:08 PM,0.466296,0.874897,1.1
4:46:09 PM,0.880208,0.874459,1.4
4:46:09 PM,0.464005,0.299936,1.7
4:46:09 PM,0.984312,0.263482,2.0
4:46:10 PM,0.752310,0.343453,2.3
4:46:10 PM,0.065980,0.263317,2.6
4:46:10 PM,0.359683,0.632021,2.9
4:46:11 PM,0.516880,0.879741,3.2
4:46:11 PM,0.329530,0.595165,3.5
4:46:11 PM,0.496559,0.583674,3.8
4:46:11 PM,0.748905,0.923156,4.1
4:46:12 PM,0.699269,0.141667,4.4
4:46:12 PM,0.595006,0.254752,4.7
4:46:12 PM,0.323247,0.386309,5.0
4:46:13 PM,0.974447,0.806906,5.3
4:46:13 PM,0.146493,0.318075,5.6
4:46:13 PM,0.745473,0.322437,5.9
4:46:14 PM,0.431726,0.759096,6.2
4:46:14 PM,0.526326,0.579493,6.5
4:46:14 PM,0.531501,0.041620,6.8
4:46:14 PM,0.860995,0.833015,7.1
4:46:15 PM,0.814125,0.479118,7.4
4:46:15 PM,0.567650,0.176865,7.7
4:46:15 PM,0.494799,0.840245,8.0
4:46:16 PM,0.601736,0.843276,8.3
4:46:16 PM,0.365228,0.082808,8.6
4:46:16 PM,0.332322,0.276418,8.9
4:46:17 PM,0.238476,0.234362,9.2
4:46:17 PM,0.960381,0.914629,9.5
4:46:17 PM,0.704619,0.717258,9.8
4:46:17 PM,0.622086,0.192892,10.1
4:46:18 PM,0.063436,0.177406,10.4
4:46:18 PM,0.386493,0.173329,10.7
4:46:18 PM,0.605408,0.212695,11.0
TimeFrame,Voltage,Current,Time(s)
4:46:40 PM,0.267150,0.602522,0.2
4:46:40 PM,0.005079,0.300737,0.5
4:46:41 PM,0.040566,0.497948,0.8
4:46:41 PM,0.243006,0.578423,1.1
4:46:41 PM,0.156977,0.115597,1.4
4:46:41 PM,0.184496,0.962961,1.7
4:46:42 PM,0.787480,0.566126,2.0
4:46:42 PM,0.530380,0.865750,2.3
4:46:42 PM,0.883391,0.548109,2.6
4:46:43 PM,0.653389,0.516447,2.9
4:46:43 PM,0.215825,0.320745,3.2
4:46:43 PM,0.390828,0.183401,3.5
4:46:44 PM,0.627491,0.990142,3.8
4:46:44 PM,0.245887,0.081337,4.1
4:46:44 PM,0.195564,0.818702,4.4
4:46:44 PM,0.624081,0.082476,4.7
4:46:45 PM,0.369537,0.586519,5.0
4:46:45 PM,0.872268,0.827530,5.3
4:46:45 PM,0.887721,0.712344,5.6
